Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
20211005-MA-MBB1P_S85_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.006489713803621202)	(25.0, 0.019469141410863606)	(26.0, 0.006489713803621202)	(27.0, 0.006489713803621202)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.006489713803621202)	(31.0, 0.03244856901810601)	(32.0, 0.03244856901810601)	(33.0, 0.03244856901810601)	(34.0, 0.019469141410863606)	(35.0, 0.07138685183983323)	(36.0, 0.14926341748328759)	(37.0, 0.1687325588941512)	(38.0, 0.07787656564345442)	(39.0, 0.42832111103899917)	(40.0, 1.5315724576546028)	(41.0, 1.3498604711532118)	(42.0, 0.9474982153286968)	(43.0, 0.8826010772924844)	(44.0, 2.8489843597897035)	(45.0, 6.950483483678252)	(46.0, 5.30209617755856)	(47.0, 4.997079628788381)	(48.0, 2.790576935557111)	(49.0, 2.810046076967975)	(50.0, 5.2566681809332145)	(51.0, 15.581802842494916)	(52.0, 14.303329223181393)	(53.0, 11.934583684859385)	(54.0, 12.95346875202803)	(55.0, 4.776429359465255)	(56.0, 2.005321565318944)	(57.0, 1.083782205204743)	(58.0, 0.38938282821727205)	(59.0, 0.20118112791225728)	(60.0, 0.04542799662534841)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBB1P_S85_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.025730091341824118)	(25.0, 0.025730091341824118)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.012865045670912059)	(29.0, 0.006432522835456029)	(30.0, 0.012865045670912059)	(31.0, 0.012865045670912059)	(32.0, 0.025730091341824118)	(33.0, 0.17367811655731277)	(34.0, 0.2380033449118732)	(35.0, 0.1157854110382085)	(36.0, 0.01929756850636809)	(37.0, 0.0450276598481922)	(38.0, 0.0900553196963844)	(39.0, 0.591792100861954)	(40.0, 1.325099704103944)	(41.0, 1.5309404348385343)	(42.0, 1.7046185513958443)	(43.0, 3.409237102791708)	(44.0, 5.821433166087712)	(45.0, 3.94956902097003)	(46.0, 3.351344397272602)	(47.0, 2.051974784510465)	(48.0, 2.3800334491187183)	(49.0, 2.6309018397015063)	(50.0, 2.4572237231441894)	(51.0, 3.956001543805486)	(52.0, 12.845748102405802)	(53.0, 16.52515116428707)	(54.0, 9.989707963463)	(55.0, 12.800720442557607)	(56.0, 5.7506754148977)	(57.0, 2.894635275955211)	(58.0, 1.7946738710922276)	(59.0, 0.6947124662292508)	(60.0, 0.4374115528110098)	(61.0, 0.1608130708864007)	(62.0, 0.051460182683648235)	(63.0, 0.025730091341824118)	(64.0, 0.012865045670912059)	(65.0, 0.006432522835456029)	(66.0, 0.012865045670912059)	(67.0, 0.006432522835456029)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.006432522835456029)	(78.0, 0.006432522835456029)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.006432522835456029)	(90.0, 0.006432522835456029)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBB1W_S56_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.006520179956966747)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.019560539870900243)	(31.0, 0.05216143965573398)	(32.0, 0.032600899784833735)	(33.0, 0.02608071982786699)	(34.0, 0.019560539870900243)	(35.0, 0.013040359913933494)	(36.0, 0.032600899784833735)	(37.0, 0.07172197952663423)	(38.0, 0.10432287931146794)	(39.0, 0.8476233944056779)	(40.0, 3.077524939688307)	(41.0, 2.327704244637117)	(42.0, 1.2649149116515521)	(43.0, 0.9519462737171466)	(44.0, 2.1255786659711506)	(45.0, 3.49481645693419)	(46.0, 2.47766838364735)	(47.0, 2.43854730390555)	(48.0, 2.5493903631739854)	(49.0, 3.2926908782682154)	(50.0, 7.341722631544482)	(51.0, 18.041337940927672)	(52.0, 11.971050400990942)	(53.0, 12.733911455956138)	(54.0, 14.944252461368118)	(55.0, 4.851013887983313)	(56.0, 2.6341527026145553)	(57.0, 1.6952467888113516)	(58.0, 0.43033187715980514)	(59.0, 0.04564125969876723)	(60.0, 0.03912107974180048)	(61.0, 0.019560539870900243)	(62.0, 0.006520179956966747)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.006520179956966747)	(66.0, 0.0)	(67.0, 0.006520179956966747)	(68.0, 0.006520179956966747)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBB1W_S56_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.006461200491051184)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.051689603928409475)	(29.0, 0.04522840343735829)	(30.0, 0.006461200491051184)	(31.0, 0.012922400982102369)	(32.0, 0.019383601473153555)	(33.0, 0.051689603928409475)	(34.0, 0.04522840343735829)	(35.0, 0.03876720294630711)	(36.0, 0.025844801964204737)	(37.0, 0.012922400982102369)	(38.0, 0.09691800736576775)	(39.0, 0.904568068747167)	(40.0, 2.209730567939495)	(41.0, 2.9398462234282876)	(42.0, 2.1903469664663415)	(43.0, 1.3374685016475973)	(44.0, 2.5586353944562568)	(45.0, 2.216191768430546)	(46.0, 1.4666925114686191)	(47.0, 1.9189765458421955)	(48.0, 2.2808037733410567)	(49.0, 2.235575369903699)	(50.0, 2.7072430057504384)	(51.0, 5.93784325127604)	(52.0, 15.649027589326394)	(53.0, 14.29217548620549)	(54.0, 10.71913161465378)	(55.0, 14.589390708793879)	(56.0, 5.698778833107159)	(57.0, 3.5536602700781676)	(58.0, 2.0675841571363707)	(59.0, 0.71073205401563)	(60.0, 1.0725592815144989)	(61.0, 0.22614201718679153)	(62.0, 0.03876720294630711)	(63.0, 0.025844801964204737)	(64.0, 0.019383601473153555)	(65.0, 0.012922400982102369)	(66.0, 0.0)	(67.0, 0.006461200491051184)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBS1F_S48_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.010162601626016343)	(34.0, 0.020325203252032686)	(35.0, 0.0)	(36.0, 0.04065040650406537)	(37.0, 0.03048780487804903)	(38.0, 0.08130081300813075)	(39.0, 0.823170731707323)	(40.0, 3.668699186991881)	(41.0, 2.9471544715447306)	(42.0, 1.2398373983739943)	(43.0, 0.8333333333333393)	(44.0, 1.7886178861788806)	(45.0, 2.8963414634146494)	(46.0, 2.174796747967499)	(47.0, 2.357723577235791)	(48.0, 2.81504065040652)	(49.0, 3.069105691056925)	(50.0, 6.453252032520427)	(51.0, 17.977642276422824)	(52.0, 12.896341463414537)	(53.0, 13.211382113821028)	(54.0, 14.939024390243707)	(55.0, 5.101626016260216)	(56.0, 2.408536585365872)	(57.0, 1.747967479674815)	(58.0, 0.29471544715447395)	(59.0, 0.08130081300813075)	(60.0, 0.03048780487804903)	(61.0, 0.020325203252032686)	(62.0, 0.010162601626016343)	(63.0, 0.010162601626016343)	(64.0, 0.0)	(65.0, 0.020325203252032686)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBS1F_S48_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.010095911155981924)	(34.0, 0.010095911155981924)	(35.0, 0.02019182231196385)	(36.0, 0.030287733467945777)	(37.0, 0.050479555779909625)	(38.0, 0.11105502271580119)	(39.0, 1.1307420494699751)	(40.0, 2.4634023220595873)	(41.0, 3.594144371529547)	(42.0, 2.614840989399314)	(43.0, 1.0802624936900653)	(44.0, 2.342251388187806)	(45.0, 1.564866229177201)	(46.0, 0.9692074709742635)	(47.0, 1.7970721857647871)	(48.0, 1.786976274608805)	(49.0, 2.4129227662796784)	(50.0, 3.059061080262513)	(51.0, 5.80514891468964)	(52.0, 15.456839979807976)	(53.0, 14.87127713276106)	(54.0, 10.287733467945525)	(55.0, 14.447248864209842)	(56.0, 6.198889449772945)	(57.0, 3.6345280161534745)	(58.0, 2.110045431600225)	(59.0, 0.7269056032306981)	(60.0, 1.0297829379101553)	(61.0, 0.2826855123674939)	(62.0, 0.0403836446239277)	(63.0, 0.030287733467945777)	(64.0, 0.02019182231196385)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.010095911155981924)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBS1P_S26_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.010663254425250675)	(26.0, 0.010663254425250675)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.053316272126253374)	(32.0, 0.010663254425250675)	(33.0, 0.053316272126253374)	(34.0, 0.06397952655150405)	(35.0, 0.0853060354020054)	(36.0, 0.12795905310300812)	(37.0, 0.18127532522926146)	(38.0, 0.1919385796545121)	(39.0, 0.46918319471103004)	(40.0, 1.6208146726381056)	(41.0, 1.6847941991896098)	(42.0, 1.172957986777574)	(43.0, 0.7890808274685494)	(44.0, 1.940712305395628)	(45.0, 5.150351887396083)	(46.0, 5.21433141394759)	(47.0, 5.00106632544257)	(48.0, 3.1669865642994406)	(49.0, 2.740456387289419)	(50.0, 5.800810407336393)	(51.0, 15.31243335465966)	(52.0, 12.923864363403641)	(53.0, 12.795905310300643)	(54.0, 14.096822350181151)	(55.0, 5.331627212625349)	(56.0, 2.14331413947539)	(57.0, 1.076988696950317)	(58.0, 0.4478566858605286)	(59.0, 0.1919385796545121)	(60.0, 0.0426530177010027)	(61.0, 0.0426530177010027)	(62.0, 0.02132650885050135)	(63.0, 0.010663254425250675)	(64.0, 0.02132650885050135)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBS1P_S26_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.021340162185232766)	(29.0, 0.05335040546308192)	(30.0, 0.021340162185232766)	(31.0, 0.06402048655569828)	(32.0, 0.07469056764831467)	(33.0, 0.1280409731113966)	(34.0, 0.2667520273154095)	(35.0, 0.16005121638924572)	(36.0, 0.07469056764831467)	(37.0, 0.04268032437046553)	(38.0, 0.11737089201878022)	(39.0, 0.5761843790012847)	(40.0, 1.6325224071703095)	(41.0, 1.7819035424669398)	(42.0, 1.5685019206146105)	(43.0, 2.091335894152816)	(44.0, 3.819889031156645)	(45.0, 3.5104566794707748)	(46.0, 3.0623132735808927)	(47.0, 2.283397353819908)	(48.0, 2.603499786598395)	(49.0, 2.742210840802406)	(50.0, 2.9022620571916495)	(51.0, 4.822876653862602)	(52.0, 12.772087067861642)	(53.0, 14.714041826717713)	(54.0, 10.25394793000432)	(55.0, 14.329918907383545)	(56.0, 6.327358087921555)	(57.0, 3.574477166026472)	(58.0, 2.091335894152816)	(59.0, 0.800256081946228)	(60.0, 0.5121638924455867)	(61.0, 0.14938113529662933)	(62.0, 0.021340162185232766)	(63.0, 0.0)	(64.0, 0.010670081092616383)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.010670081092616383)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.010670081092616383)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBS1W_S60_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.008285004142502102)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.016570008285004205)	(36.0, 0.04142502071251051)	(37.0, 0.04142502071251051)	(38.0, 0.057995028997514714)	(39.0, 1.019055509527759)	(40.0, 3.8193869096934696)	(41.0, 2.9743164871582395)	(42.0, 1.1847555923778021)	(43.0, 0.9279204639602353)	(44.0, 2.5683512841756424)	(45.0, 3.719966859983441)	(46.0, 2.576636288318144)	(47.0, 2.64291632145816)	(48.0, 2.792046396023196)	(49.0, 3.3388566694283335)	(50.0, 6.9345484672743)	(51.0, 17.10853355426705)	(52.0, 11.284175642087655)	(53.0, 12.568351284175408)	(54.0, 14.515327257663596)	(55.0, 4.772162386081238)	(56.0, 2.4606462303231167)	(57.0, 1.9221209610604875)	(58.0, 0.5799502899751469)	(59.0, 0.06628003314001682)	(60.0, 0.03314001657000841)	(61.0, 0.016570008285004205)	(62.0, 0.008285004142502102)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20211005-MA-MBS1W_S60_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.008212203334154596)	(29.0, 0.008212203334154596)	(30.0, 0.0)	(31.0, 0.008212203334154596)	(32.0, 0.008212203334154596)	(33.0, 0.032848813336618383)	(34.0, 0.032848813336618383)	(35.0, 0.016424406668309192)	(36.0, 0.016424406668309192)	(37.0, 0.041061016670772985)	(38.0, 0.09854644000985516)	(39.0, 1.2975281267964287)	(40.0, 2.882483370288249)	(41.0, 3.547671840354779)	(42.0, 2.5293586269196067)	(43.0, 1.5438942268210682)	(44.0, 2.8003613369467044)	(45.0, 2.1023240535435734)	(46.0, 1.3468013468013567)	(47.0, 2.07768744354111)	(48.0, 2.4554487969122163)	(49.0, 2.5622074402562247)	(50.0, 2.898907776956558)	(51.0, 6.783279954011741)	(52.0, 15.07760532150783)	(53.0, 12.975281267964014)	(54.0, 9.493307054282605)	(55.0, 13.394103638005946)	(56.0, 6.093454873942776)	(57.0, 3.5148230270181595)	(58.0, 1.8970189701897116)	(59.0, 0.7883715200788401)	(60.0, 1.2893159234622742)	(61.0, 0.287427116695411)	(62.0, 0.02463661000246379)	(63.0, 0.016424406668309192)	(64.0, 0.016424406668309192)	(65.0, 0.0)	(66.0, 0.008212203334154596)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.008212203334154596)	(74.0, 0.008212203334154596)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.008212203334154596)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
